sentence,Is not valid,Annotations,Paper's Tags,Predicted Tags
وی همچنین در پیامی دیگر نوشت «تلاش امریکا برای بازگرداندن تحریم ها اینده ای ندارد و عواقب قانونی هم نخواهد داشت»,,,B-NP O O B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP B-NP I-NP O O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I
افراد مظنون را احضار و بازداشت و از ان ها تحقیق می کنند یا برخی مظنونان تحت تعقیب قرار می گیرند تا با دستگیری و تحقیق از ان ها راز جنایت فاش شود,,,B-NP I-NP O O O O O O B-NP I-NP O O O O B-NP I-NP O B-NP O O O O O B-NP O B-NP I-NP I-NP I-NP B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I
معاون تحقیقات و فناوری وزارت بهداشت درمان و اموزش پزشکی با تاکید بر اینکه ساخت واکسن کرونا هنوز نیاز به زمان دارد گفت به نظر می رسد در مورد تولید واکسن تا یک سال اینده و داروهای کرونا هم تا حدود پنج ماه اینده اتفاق جدی رخ ندهد,,,B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O O O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP I-NP B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I
به گزارش ایران دومین شب از این سلسله برنامه شریعتمداری استاد دانشگاه ادیان و مذاهب - با موضوع «عاشورا، اوردگاه مذهبی یا فرام,,,O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP,B I I I I I I I I I I I I I I I B I I I I I I
علیرغم اینکه این فشارها مشکلات و سختی هایی برای مردم ایجاد کرده ولی ، قطع نتوانسته به اهداف اصلی خود برسد,,,O O B-NP I-NP B-NP I-NP I-NP I-NP O B-NP O O O O O O O B-NP I-NP I-NP O,B I I I I I I I I I I I I I B I I I I I I
حکمت که در تمام این مدت چشمانش بسته بود نمی دانست تا چند لحظه دیگر زنده می ماند یا نه,,,B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP O O O O O,B I I I I I I I I I I I I I I I I I I I
58 ریال معادل تومان ( درصد قیمت پیشنهادی فروشنده به صورت واریز وجه نقد یا تودیع ضمانت نامه بانکی در نظر گرفته شده است,,,I-NP I-NP B-NP I-NP O O B-NP I-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O O O,B I I I B B I I I I I I I I I I I I I I I I B I
مساله مهم دیگر این است که بلاخره چه زمانی به واکسن مقابله با کرونا دست پیدا خواهیم کرد,,,B-NP I-NP I-NP B-NP O O O O O O B-NP I-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I
در مدت 30 سال از حکمرانی عمر البشیر سودان میزبان شماری از افراط گرایان اسلامی از جمله اسامه بن لادن بود,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O,B I B I I I I I I I I I I I I I I I I I I
به گزارش روابط عمومی موسسه فرهنگی گل اقا این شاعر و طنزپرداز سال 1305 در سبزوار به دن امد تحص ابتدا و متوسطه خود را در همان شهر گذراند و در سال 1334 با ورود به دانشكده ارتش به درجه افسر نايل شد,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP B-NP I-NP O B-NP O O O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
""" گزارش این به معنای ان است که قیمت طلا مانند طلایی که در صندوق etf طلای "" پی دی ار گلد تراست وجود دارد می تواند حداکثر 30 درصد افزایش پیدا کند",,,O O B-NP O B-NP I-NP O O B-NP I-NP O B-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I B B I I I I I I I I I I B I I I I
دولت مشكل به این سادگی را در تلویزیون برای مردم توضیح نمی دهد كه دولت به وظیفه خود درخصوص ثابت نگهداشتن قیمت ارد عمل كرده ولی نمی تواند به كارگر نانوایی بگوید تو فقیر باش و یا به نانوا بگوید تو ضرر بده تا قیمت نان ثابت بماند,,,B-NP B-NP I-NP I-NP I-NP O O B-NP O B-NP O O O O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O O B-NP I-NP O B-NP O O O O O B-NP O B-NP B-NP O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
این تنها عذرخواهی کمیسر تجارت اتحادیه اروپا نبود,,,B-NP O B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I
- هر كجا از ما مشورت یا كمك بخواهند انجام می دهیم ولی تا حالا و در 10 ماهی كه حداقل من از مسيولیت دور بودم حتی برای یك مشورت هم به من مراجعه نشده است,,,O B-NP I-NP O B-NP B-NP O B-NP O O O O O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O B-NP O O O,B B I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I
45 درصد پایین رفت و به 709,,,I-NP I-NP O O O O B-NP,B I I I I I I
اما تکفیری ها با وهابی ها یکی نیستند و بسیاری از وهابی ها دوستدار اهل بیت هستند,,,O B-NP I-NP O B-NP I-NP O O O B-NP I-NP I-NP I-NP B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I
"شرکت "" می گوید براساس یک مطالعه بالینی که توسط دانشگاه های تحقیقاتی ایالات متحده تایید شده است این کیت دارای دقت 97",,,B-NP I-NP O O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP O B-NP I-NP,B B B I I I I I I I B I I I I I B I I I I I I
محمد قاسم حیدری معین پالیسی و انسجام این وزارتخانه امروز ( 6 سنبله در یک نشست خبری گفت شمار جان باختگان در نتیجه جاری شدن سیل در ولایت پروان دستکم به 100 نفر در ولسوالی سرو کابل 19 نفر در پکتیا یک نفر در ننگرهار 2 نفر در پنجشیر 3 نفر در میدان وردک 7 نفر و در کاپیسا به 17 نفر رسیده است,,,B-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP B-NP I-NP O B-NP B-NP I-NP O B-NP B-NP I-NP O B-NP B-NP I-NP O B-NP I-NP B-NP I-NP O O B-NP O B-NP I-NP O O,B I I I I I I I I I B B I I I I I I I I I I I I I I I I I I I B I I I I I B I I I I I I I B I I I B I I I I B I I I I I B I I I
البته میانگین سن ازدواج در ۶سال گذشته تقریبا ثابت بوده است,,,O B-NP I-NP I-NP O B-NP I-NP O O O O,B I I I I I I I I I I
9 طلاق به ازای هر هزار زن متاهل رسیده است و همچنین در امار جمعیت عمومی نیز از 2,,,I-NP I-NP O O B-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I B
تحقیقات پلیس نشان می داد که مردی با پوشش زنانه دست به این جنایت زده و از محل گریخته است,,,B-NP I-NP O O O O B-NP O B-NP I-NP O O B-NP I-NP O O O B-NP O O,B I I I I I I I I I I I I I I I I I I I
طبق گزارش تحقیقاتی اخیر شرکت مدیریت دارایی فلزات ارزشمند اسپر در نتیجه شمار فزاینده ای از سرمایه گذران به دنبال خرید طلا برای کاهش ریسکهای سرمایه گذاری خود و حفظ قدرت خرید داراییهایشان هستند,,,B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
34 واحدی بسته شد,,,I-NP I-NP O O,B I I I
بر اساس این حکم صادر شده تا تکمیل بررسی کارشناسی برای ارزیابى وضعیت ساکنان این اراضی متوقف و هرگونه اقدام بعدی منوط به تصمیم گیری درباره راهکار حمایتی برای ساکنان این اراضی خواهد بود»,,,O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O,B I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I
ريیسی بر ضرورت برطرف کردن مشکل اکسیژن ساز برطرف کردن مشکل تهویه در بیمارستان های استان بوشهر و توسعه اورژانس بیمارستان شهید گنجی تاکید کرد,,,B-NP O B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I
به گزارش مصطفی پرویزی مقدم سرپرست معاونت املاک و حقوقی اداره کل راه و شهرسازی استان تهران در پاسخ به نامه اسماعیل دلفراز مدیرعامل بیمه ملت اعلام کرد در خصوص تعیین تکلیف مطالبات موضوع مزایده برگزار شده در سال 1389 و تصمیمات اتخاذ شده در این اداره کل مبنی بر واگذاری زمین معوض به اگاهی می رساند قسمتی از پلاک ثبتی 603 فرعی از یک اصلی واقع در بخش 10 تهران با مساحت 1916 متر مربع جهت واگذاری اختصاص یافته و در مرحله تایید و تصویب قیمت است که پس از تصویب در هیات نمایندگی مراتب جهت تسویه حساب نهایی و سیر مراحل اداری به شرکت بیمه ملت ابلاغ خواهد شد,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP O O O O B-NP I-NP I-NP I-NP I-NP O O O O B-NP O B-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I B I I B I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
معادلات همیشه یك مجهولی نیستند و یك مولفه بر جریانات اثر نمی گذارد بلكه مولفه های متعددی در واقعه انتخابات سوم تیر اثر گذاشت یكی از مولفه ها این بود كه تا روز قبل از 27 خرداد و مرحله اول انتخابات یك ستاد بسیار نیرومند تخریبی علیه اقای ها شمی فعال بود كه ابتدا تصور می شد متعلق به هیچكدام از كاندیداها نیست و تنها یك ماموریت دارد و ان هم تخریب كاندیدایی است كه رقیب بقیه نامزدهاست,,,B-NP O O O O O B-NP I-NP O B-NP O O O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP B-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O O O O O O O B-NP I-NP I-NP O O O B-NP I-NP O O B-NP O B-NP I-NP O O B-NP I-NP I-NP,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B B I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
» «آرزو» نیز که با او هم نظر بود نوشت «گزارش های کدال گذشته نگر هستن و نمیشه باهاشون تحلیل سوداوری داشت تو شرایط فعلی که بازار نیاز داره تا گزارش های اینده نگر شرکت ها مجددا منتشر بشه,,,O B-NP O O O B-NP O O O O B-NP I-NP I-NP O O O O O O B-NP I-NP O O B-NP I-NP O B-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP O O O,B B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
همچنین تیم اورلاندو مجیک هم بازی در لیگ اتحادیه ملی بسکتبال امریکا را بایکوت کرد,,,O B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I
""" سرمایه فعلی را از 400 به 500 میلیارد تومان می رساند",,,O B-NP I-NP O O B-NP O B-NP I-NP I-NP O O,B I I I I I I I I I I I
در شرایطی که رشد اقتصادی امریکا در ماه ژويیه احتمالا به خوبی چیزی که مقامات دولت ترامپ انتظار دارند نخواهد بود اما لری کود مشاور اقتصادی دونالد ترامپ مطمين است که شیب رشد اقتصادی صعودی و تند خواهد بود,,,O B-NP O B-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP O O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
همچنین از 17 میلیون و 725 هزار و 968 پرونده مختومه بیماران مبتلا به کرونا 16 میلیون و 895 هزار و 616 نفر معادل 95 درصد از موارد بهبود یافته و 830 هزار و 352 نفر معادل پنج درصد از موارد جان خود را از دست داده اند,,,O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP O O O O O,B I B I I B I I I I I I I I I B I I I I I B I I B I I I I I I I I I B I I I I I I I I I I I I I
پیش از این اعلام شده بود که پذیره نویسی از طریق وب سایت رسمی بانک ملی ایران و نیز اپلیکیشن ایوا نیز قابل انجام است,,,O O B-NP O O O O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O O O,B I I I B I I I I I I I I B I I I I I I I I I I I
- دریغ از یك تماس تلفنی حتی جانشین من هم برای یك سوال درخصوص یك پروژه كه مثلا نظر من چه بوده كه این كار صورت گرفته با من تماس نگرفته است,,,O O O B-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP O O O B-NP O O O,B B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
8 درصد رشد کرد و به 1995 دلار و 20 سنت رسید,,,I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I B I I
ريیس دستگاه قضا با تقدیر از اقدامات صورت گرفته توسط دادگستری های زنجان و بوشهر برای حل مشکلات مردم و صیانت از حقوق عامه در این استان ها اظهار داشت اقداماتی چون رسیدگی به پرونده های معوقه حل مشکل مربوط به پسماندها و تعیین تکلیف ته لنجی ها نشان داد اگر مسيولان برای حل مشکلات و مسايل اراده جدی داشته باشند بسیاری از کارها که در پیچ و خم نظام اداری مانده اند قابل حل هستند,,,B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O B-NP O B-NP I-NP I-NP I-NP B-NP I-NP O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O O O O,B I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
